Tarih,Saat,PTF (TL/MWh),PTF (USD/MWh),PTF (EUR/MWh),Yük Tahmin Planı (MWh),Toplam(MWh),Doğalgaz,Rüzgar,Linyit,Taş Kömür,İthal Kömür,Fueloil,Jeotermal,Barajlı,Nafta,Biyokütle,Akarsu,Gunes,Diğer
2025-01-06,10:00,"2.990,00","84,77","82,42","47.077,00","39.467,84","14.749,65","1.970,62","3.842,40","128,00","9.248,00","24,90","1.135,91","4.859,85","0,00","973,13","1.477,73","832,05","225,60"
2025-01-06,11:00,"2.825,00","80,09","77,87","47.803,00","39.036,55","14.519,00","1.999,94","3.878,69","132,00","9.266,00","26,30","1.130,14","4.482,15","0,00","977,35","1.361,70","1.038,28","225,00"
2025-01-06,12:00,"2.319,88","65,77","63,95","46.604,00","36.721,97","13.295,33","1.996,87","3.903,69","132,00","9.267,00","27,80","1.120,74","3.517,65","0,00","984,71","1.130,28","1.120,90","225,00"
2025-01-06,13:00,"2.219,69","62,93","61,19","46.295,00","36.597,15","13.149,44","1.986,31","3.886,00","128,00","9.262,00","28,20","1.113,98","3.569,15","0,00","984,34","1.137,27","1.127,46","225,00"
2025-01-06,14:00,"2.275,00","64,50","62,71","47.079,00","37.906,66","13.976,87","2.012,49","3.879,60","128,00","9.264,00","26,50","1.104,15","4.017,15","0,00","985,29","1.178,04","1.110,07","224,50"
2025-01-06,15:00,"2.771,78","78,59","76,41","46.903,00","39.554,99","14.732,33","1.947,73","3.871,20","128,00","9.242,00","23,00","1.097,39","4.909,75","0,00","970,82","1.443,28","965,19","224,30"
2025-01-06,16:00,"3.000,00","85,06","82,70","47.112,00","41.499,22","14.793,93","1.922,23","3.929,50","128,00","9.282,00","18,00","1.095,33","6.847,45","0,00","970,01","1.794,44","494,33","224,00"
2025-01-06,17:00,"3.000,00","85,06","82,70","47.221,00","43.335,97","14.785,08","1.991,58","3.942,70","128,00","9.271,00","16,00","1.097,52","8.842,45","0,00","966,18","2.011,38","59,48","224,60"
2025-01-06,18:00,"3.000,00","85,06","82,70","46.376,00","43.500,20","14.904,76","2.232,38","3.960,60","128,00","9.271,00","16,00","1.102,41","8.772,45","0,00","969,69","1.918,21","0,10","224,60"
2025-01-06,19:00,"2.999,98","85,06","82,70","45.059,00","42.814,23","14.918,05","2.628,01","3.980,60","128,00","9.273,00","16,00","1.110,64","7.880,95","0,00","966,04","1.688,34","0,00","224,60"
2025-01-06,20:00,"2.775,36","78,69","76,51","43.798,00","42.531,72","14.912,41","2.961,51","3.973,60","128,00","9.335,00","16,00","1.117,05","7.331,65","0,00","951,69","1.580,21","0,00","224,60"
2025-01-06,21:00,"2.929,00","83,04","80,74","42.436,00","41.412,35","14.233,64","3.398,03","4.070,60","128,00","9.350,00","16,00","1.122,25","6.516,75","0,00","941,84","1.411,74","0,00","223,50"
2025-01-06,22:00,"2.449,98","69,46","67,54","40.890,00","40.055,67","11.547,96","3.874,51","4.084,50","128,00","9.350,00","16,00","1.126,46","7.543,65","0,00","954,24","1.206,85","0,00","223,50"
2025-01-06,23:00,"2.139,99","60,67","58,99","38.820,00","38.003,42","10.084,43","4.321,75","4.012,10","128,00","9.350,00","16,00","1.129,33","6.655,45","0,00","955,33","1.127,53","0,00","223,50"
2025-01-07,00:00,"2.500,00","70,88","68,92","36.778,00","35.401,77","9.282,35","4.805,84","3.561,10","128,00","9.353,00","16,50","1.132,60","4.753,55","0,00","955,91","1.189,72","0,00","223,20"
2025-01-07,01:00,"2.424,99","68,75","66,85","35.089,00","33.303,22","8.415,68","5.052,84","3.499,10","128,00","9.353,00","16,50","1.133,94","3.407,55","0,00","958,94","1.114,47","0,00","223,20"
2025-01-07,02:00,"2.200,00","62,37","60,65","34.029,00","31.940,50","7.864,98","5.232,40","3.555,30","128,00","9.353,00","16,50","1.137,95","2.495,85","0,00","969,38","964,44","0,00","222,70"
2025-01-07,03:00,"2.229,00","63,20","61,45","33.531,00","31.124,95","7.321,89","5.411,86","3.620,10","128,00","9.350,00","16,50","1.140,00","2.100,85","0,00","966,88","847,27","0,00","221,60"
2025-01-07,04:00,"2.139,98","60,67","58,99","33.447,00","30.857,94","7.046,89","5.498,96","3.650,10","128,00","9.353,00","16,50","1.142,45","2.049,85","0,00","961,00","789,59","0,00","221,60"
2025-01-07,05:00,"2.229,01","63,20","61,45","33.625,00","31.257,70","7.298,62","5.621,63","3.687,10","128,00","9.353,00","16,50","1.144,69","2.029,85","0,00","958,18","798,03","0,00","222,10"
2025-01-07,06:00,"2.493,49","70,70","68,74","34.463,00","32.649,52","8.602,35","5.790,86","3.659,40","128,00","9.353,00","16,50","1.145,86","1.924,15","0,00","961,94","845,36","0,00","222,10"
2025-01-07,07:00,"2.500,85","70,90","68,94","37.185,00","35.544,71","10.097,96","5.914,97","3.708,60","132,00","9.353,00","16,50","1.143,84","2.978,15","0,00","969,73","1.006,36","2,00","221,60"
2025-01-07,08:00,"3.000,00","85,06","82,70","43.628,00","38.749,39","10.926,02","6.001,01","3.783,90","132,00","9.354,00","16,50","1.142,77","4.365,15","0,00","964,78","1.686,03","169,53","207,70"
2025-01-07,09:00,"2.999,99","85,06","82,70","46.814,00","39.799,43","10.856,96","6.101,42","3.786,00","222,00","9.367,00","18,70","1.134,50","4.665,55","0,00","981,16","1.719,58","738,46","208,10"
2025-01-07,10:00,"2.500,01","70,88","68,92","47.794,00","39.148,50","10.815,80","6.187,11","3.734,19","257,00","9.379,00","23,40","1.123,04","3.866,95","0,00","983,50","1.415,53","1.153,28","209,70"
2025-01-07,11:00,"2.326,92","65,97","64,14","48.115,00","37.997,27","9.647,63","6.165,95","3.694,60","257,00","9.386,00","23,00","1.113,27","4.011,85","0,00","986,22","1.189,59","1.312,66","209,50"
2025-01-07,12:00,"1.799,97","51,03","49,62","47.418,00","34.700,47","7.685,95","6.113,99","3.179,19","257,00","9.194,00","24,00","1.106,36","3.680,95","0,00","992,33","1.078,11","1.179,19","209,40"
2025-01-07,13:00,"1.799,98","51,03","49,62","47.340,00","35.030,30","7.805,25","6.129,17","3.178,90","257,00","9.312,00","23,30","1.096,73","3.739,45","0,00","1.014,74","1.057,34","1.207,02","209,40"
2025-01-07,14:00,"2.500,01","70,88","68,92","47.432,00","36.968,97","9.167,83","6.195,07","3.305,50","257,00","9.330,00","28,00","1.085,11","3.949,75","0,00","997,85","1.138,04","1.305,82","209,00"
2025-01-07,15:00,"2.326,99","65,97","64,15","47.177,00","38.800,19","9.958,24","6.163,63","3.252,90","257,00","9.372,00","24,20","1.077,79","5.057,85","0,00","1.000,57","1.290,69","1.136,42","208,90"
2025-01-07,16:00,"2.902,67","82,30","80,02","47.006,00","42.150,45","11.976,05","6.189,25","3.746,60","257,00","9.359,00","18,50","1.074,66","6.061,15","0,00","990,32","1.697,56","578,16","202,20"
2025-01-07,17:00,"2.995,99","84,94","82,59","47.012,00","44.449,68","12.588,37","6.382,37","3.878,70","257,00","9.352,00","16,50","1.076,35","7.694,15","0,00","979,18","1.957,27","67,09","200,70"
2025-01-07,18:00,"2.988,00","84,72","82,37","46.522,00","44.644,65","12.668,66","6.416,91","3.880,60","257,00","9.352,00","16,50","1.082,93","7.924,15","0,00","982,87","1.862,33","0,00","200,70"
2025-01-07,19:00,"2.788,38","79,06","76,87","45.363,00","43.580,20","12.563,08","6.492,13","3.874,60","257,00","9.352,00","16,50","1.091,84","7.152,45","0,00","977,49","1.600,91","0,00","202,20"
2025-01-07,20:00,"2.200,00","62,37","60,65","44.027,00","42.079,88","11.240,21","6.689,18","3.940,70","257,00","9.352,00","16,50","1.101,34","6.883,15","0,00","963,91","1.432,59","0,00","203,30"
2025-01-07,21:00,"2.499,99","70,88","68,92","42.653,00","40.957,56","10.562,51","6.777,15","3.900,60","257,00","9.352,00","16,50","1.107,39","6.353,05","0,00","963,05","1.464,51","0,00","203,80"
2025-01-07,22:00,"2.318,38","65,73","63,91","41.095,00","39.756,40","8.517,30","6.747,75","3.841,10","257,00","9.352,00","16,50","1.110,37","7.600,05","0,00","965,45","1.143,08","0,00","205,80"
2025-01-07,23:00,"2.229,01","63,20","61,45","38.844,00","37.983,78","7.436,57","6.826,55","3.992,10","247,00","9.352,00","16,50","1.112,54","6.711,85","0,00","965,09","1.118,28","0,00","205,30"
2025-01-08,00:00,"2.650,00","75,09","72,55","37.189,00","35.342,31","6.135,29","7.082,87","4.039,10","236,00","9.352,00","17,50","1.118,24","5.068,90","0,00","944,92","1.133,89","0,00","213,60"
2025-01-08,01:00,"2.309,81","65,45","63,24","35.199,00","33.250,73","5.662,20","7.094,52","4.000,10","237,00","9.352,00","17,50","1.120,40","3.557,90","0,00","956,06","1.039,45","0,00","213,60"
2025-01-08,02:00,"2.296,31","65,07","62,87","34.169,00","31.842,65","5.503,62","7.046,90","3.977,20","237,00","9.352,00","17,50","1.125,83","2.581,90","0,00","933,16","853,94","0,00","213,60"
2025-01-08,03:00,"1.957,64","55,47","53,60","33.497,00","31.074,52","5.131,00","6.966,05","3.976,10","235,00","9.351,00","17,50","1.126,75","2.264,90","0,00","938,06","855,86","0,00","212,30"
2025-01-08,04:00,"1.999,98","56,67","54,75","33.379,00","30.718,82","5.045,60","6.794,53","4.006,50","257,00","9.351,00","17,50","1.127,98","2.124,90","0,00","959,08","822,43","0,00","212,30"
2025-01-08,05:00,"2.061,00","58,40","56,42","33.571,00","30.995,68","5.587,60","6.531,37","4.071,10","257,00","9.351,00","17,50","1.127,61","2.096,90","0,00","957,60","785,70","0,00","212,30"
2025-01-08,06:00,"2.425,00","68,72","66,39","34.680,00","32.411,55","7.370,14","6.273,99","4.105,10","257,00","9.351,00","17,50","1.127,27","1.844,10","0,00","958,29","894,86","0,00","212,30"
2025-01-08,07:00,"2.424,99","68,72","66,39","37.290,00","35.474,56","9.777,89","5.992,95","4.103,60","257,00","9.337,00","17,50","1.126,36","2.579,60","0,00","961,91","1.105,17","1,98","213,60"
2025-01-08,08:00,"3.000,00","85,01","82,13","43.558,00","38.679,96","11.470,29","5.773,16","4.032,10","257,00","9.337,90","17,50","1.126,21","3.804,90","0,00","966,69","1.523,20","164,41","206,60"
2025-01-08,09:00,"3.000,00","85,01","82,13","47.125,00","39.499,20","11.755,12","5.554,82","3.881,35","257,00","9.345,00","18,50","1.122,73","4.191,30","0,00","973,87","1.516,51","675,90","207,10"
2025-01-08,10:00,"2.788,39","79,02","76,34","47.822,00","39.045,58","11.403,94","5.412,44","3.948,90","257,00","9.351,00","19,20","1.115,47","3.971,80","0,00","954,74","1.330,22","1.072,77","208,10"
2025-01-08,11:00,"2.417,22","68,50","66,18","47.770,00","38.141,55","10.735,55","5.200,62","3.897,19","257,00","9.352,90","19,90","1.106,75","3.849,30","0,00","956,78","1.252,51","1.305,25","207,80"
2025-01-08,12:00,"1.849,99","52,42","50,65","46.318,00","35.377,81","8.152,25","5.152,54","3.880,29","257,00","9.359,00","21,30","1.076,91","3.862,60","0,00","959,19","1.084,08","1.364,55","208,10"
2025-01-08,13:00,"2.025,99","57,41","55,47","45.923,00","35.697,35","8.583,44","5.097,04","3.933,90","257,00","9.359,00","23,90","1.086,06","3.781,80","0,00","954,78","1.159,73","1.252,60","208,10"
2025-01-08,14:00,"2.149,46","60,91","58,85","45.870,00","37.430,19","10.353,74","4.882,96","3.937,35","257,00","9.347,00","24,00","1.074,03","4.098,50","0,00","945,86","1.147,02","1.154,93","207,80"
2025-01-08,15:00,"2.068,38","58,61","56,63","45.735,00","38.880,66","11.163,75","4.629,83","3.956,64","257,00","9.345,00","21,60","1.069,43","5.211,90","0,00","937,12","1.232,88","848,41","207,10"
2025-01-08,16:00,"2.906,84","82,37","79,58","46.135,00","41.927,75","13.121,50","4.374,10","3.956,35","257,00","9.342,00","19,50","1.067,80","6.610,70","0,00","935,94","1.614,43","424,53","203,90"
2025-01-08,17:00,"3.000,00","85,01","82,13","46.499,00","43.664,07","13.247,58","4.108,64","3.971,45","257,00","9.336,00","17,50","1.073,70","8.521,80","0,00","952,25","1.911,30","63,95","202,90"
2025-01-08,18:00,"2.990,00","84,73","81,86","46.189,00","43.944,40","13.485,69","3.941,44","4.075,35","257,00","9.335,00","17,50","1.080,10","8.694,60","0,00","953,63","1.903,19","0,00","200,90"
2025-01-08,19:00,"2.987,00","84,64","81,78","45.224,00","42.933,15","13.457,51","3.954,70","4.070,35","257,00","9.335,00","17,50","1.090,98","7.854,70","0,00","953,03","1.741,48","0,00","200,90"
2025-01-08,20:00,"2.788,39","79,02","76,34","44.096,00","42.197,27","13.481,60","3.913,20","4.002,85","257,00","9.334,90","17,50","1.098,93","7.420,30","0,00","950,50","1.520,89","0,00","199,60"
2025-01-08,21:00,"2.949,99","83,59","80,76","42.902,00","40.687,99","13.115,32","4.023,55","3.940,35","257,00","9.350,00","17,50","1.105,93","6.396,30","0,00","950,31","1.332,13","0,00","199,60"
2025-01-08,22:00,"2.500,01","70,84","68,44","41.570,00","39.816,71","11.249,73","3.959,51","3.897,35","257,00","9.350,00","17,50","1.114,70","7.705,00","0,00","958,43","1.107,89","0,00","199,60"
2025-01-08,23:00,"2.503,29","70,94","68,53","39.703,00","37.167,65","9.543,53","3.832,50","3.853,10","257,00","9.350,00","17,50","1.118,39","6.978,00","0,00","954,26","1.063,77","0,00","199,60"
2025-01-09,00:00,"2.534,08","71,83","68,95","36.279,00","35.389,04","10.356,97","3.857,08","3.927,00","257,00","9.291,00","17,50","1.115,78","4.348,55","0,00","952,26","1.042,60","0,00","223,30"
2025-01-09,01:00,"2.300,01","65,20","62,59","34.474,00","33.468,33","10.026,00","3.748,15","3.925,00","257,00","9.290,00","17,50","1.118,51","2.915,85","0,00","952,05","994,97","0,00","223,30"
2025-01-09,02:00,"2.063,38","58,49","56,15","33.163,00","32.102,96","9.687,10","3.620,63","3.906,00","257,00","9.240,00","17,50","1.121,27","2.150,85","0,00","951,90","927,41","0,00","223,30"
2025-01-09,03:00,"2.140,00","60,66","58,23","32.334,00","31.170,16","9.254,74","3.454,45","3.906,00","257,00","9.298,90","17,50","1.122,54","1.852,35","0,00","944,09","840,59","0,00","222,00"
2025-01-09,04:00,"2.140,00","60,66","58,23","32.118,00","31.137,21","9.299,15","3.240,45","4.011,00","257,00","9.349,00","17,50","1.126,18","1.852,35","0,00","946,95","815,63","0,00","222,00"
2025-01-09,05:00,"2.249,99","63,78","61,22","32.388,00","31.592,12","9.830,95","3.019,26","4.030,00","257,00","9.348,90","17,50","1.129,22","1.964,35","0,00","946,13","826,81","0,00","222,00"
2025-01-09,06:00,"2.623,00","74,36","71,37","34.019,00","32.874,52","11.099,16","2.859,49","4.057,00","257,00","9.349,00","17,50","1.130,90","2.031,75","0,00","956,57","894,14","0,01","222,00"
2025-01-09,07:00,"2.888,39","81,88","78,60","37.130,00","35.939,91","12.900,76","2.760,06","4.097,30","257,00","9.328,00","17,50","1.131,09","3.189,55","0,00","962,19","1.070,32","1,84","224,30"
2025-01-09,08:00,"3.000,00","85,04","81,63","43.304,00","39.207,30","14.093,63","2.651,23","4.137,80","257,00","9.326,00","17,50","1.131,09","4.728,95","0,00","959,48","1.530,09","164,13","210,40"
2025-01-09,09:00,"3.000,00","85,04","81,63","45.890,00","39.904,23","14.134,93","2.652,79","4.178,80","257,00","9.401,00","21,70","1.126,96","4.717,15","0,00","975,64","1.527,51","699,85","210,90"
2025-01-09,10:00,"2.888,38","81,88","78,60","46.214,00","38.653,88","13.812,20","2.564,36","3.923,80","257,00","9.423,00","26,40","1.118,77","3.895,95","0,00","970,67","1.339,80","1.110,03","211,90"
2025-01-09,11:00,"2.547,62","72,22","69,32","46.248,00","37.369,41","12.936,88","2.425,56","4.007,20","257,00","9.445,00","29,50","1.108,95","3.477,35","0,00","968,17","1.243,23","1.259,47","211,10"
2025-01-09,12:00,"1.799,98","51,03","48,98","44.762,00","34.205,65","10.174,00","2.396,67","3.941,50","257,00","9.474,80","25,70","1.100,61","3.260,65","0,00","985,51","1.078,71","1.299,40","211,10"
2025-01-09,13:00,"1.800,01","51,03","48,98","44.646,00","34.265,78","10.303,14","2.281,37","3.925,40","257,00","9.430,00","25,10","1.088,36","3.287,65","0,00","996,08","1.088,31","1.372,27","211,10"
2025-01-09,14:00,"2.174,99","61,66","59,18","44.848,00","36.155,24","12.271,91","2.087,45","3.844,19","257,00","9.419,00","25,90","1.049,43","3.566,25","0,00","996,05","1.107,90","1.319,06","211,10"
2025-01-09,15:00,"2.500,01","70,87","68,03","44.815,00","38.375,71","13.381,79","1.946,71","3.937,60","257,00","9.446,00","21,70","1.041,83","4.733,65","0,00","988,43","1.290,90","1.119,20","210,90"
2025-01-09,16:00,"3.000,00","85,04","81,63","45.546,00","40.417,49","14.002,31","1.863,35","3.989,50","249,00","9.374,00","19,50","1.040,20","6.478,35","0,00","987,89","1.662,95","547,34","203,10"
2025-01-09,17:00,"3.000,00","85,04","81,63","46.010,00","42.616,32","14.018,23","1.790,24","3.932,20","249,00","9.366,90","17,50","1.046,70","9.016,75","0,00","980,13","1.926,17","70,40","202,10"
2025-01-09,18:00,"3.000,00","85,04","81,63","45.650,00","43.284,53","14.368,12","1.879,07","3.881,80","237,00","9.365,20","17,50","1.057,00","9.426,65","0,00","976,58","1.873,51","0,00","202,10"
2025-01-09,19:00,"3.000,00","85,04","81,63","44.651,00","42.479,56","14.408,98","2.094,40","3.903,50","244,00","9.401,20","17,50","1.066,68","8.344,85","0,00","979,16","1.815,89","0,00","203,40"
2025-01-09,20:00,"2.989,99","84,76","81,36","43.595,00","41.629,17","14.393,20","2.207,29","3.914,00","4,20","9.401,20","17,50","1.078,81","7.870,25","0,00","982,00","1.557,32","0,00","203,40"
2025-01-09,21:00,"2.950,01","83,63","80,27","42.497,00","40.909,10","14.133,27","2.446,96","3.900,50","257,00","9.432,00","17,50","1.106,49","6.997,15","0,00","980,93","1.435,20","0,00","202,10"
2025-01-09,22:00,"2.599,99","73,70","70,75","40.958,00","39.993,28","13.020,98","2.624,99","3.883,80","257,00","9.430,00","17,50","1.112,66","7.321,15","0,00","977,30","1.145,80","0,00","202,10"
2025-01-09,23:00,"2.496,00","70,76","67,92","38.960,00","38.099,40","11.795,43","2.748,83","3.846,40","257,00","9.430,00","17,50","1.118,06","6.592,75","0,00","986,83","1.104,50","0,00","202,10"
2025-01-10,00:00,"2.596,00","73,50","71,20","35.800,00","35.419,24","10.589,88","2.956,93","3.829,30","249,00","9.432,00","17,50","1.115,11","4.934,15","0,00","983,04","1.088,03","0,00","224,30"
2025-01-10,01:00,"2.368,39","67,06","64,96","34.346,00","33.360,47","10.004,32","3.099,49","3.647,85","237,00","9.432,00","17,50","1.118,60","3.573,45","0,00","985,33","1.020,63","0,00","224,30"
2025-01-10,02:00,"2.153,38","60,97","59,06","33.190,00","32.068,63","9.588,36","3.185,32","3.725,40","257,00","9.432,00","17,50","1.121,34","2.669,45","0,00","983,52","864,44","0,00","224,30"
2025-01-10,03:00,"2.153,39","60,97","59,06","32.501,00","31.265,29","9.048,57","3.357,80","3.788,10","244,00","9.432,00","17,50","1.125,21","2.194,85","0,00","984,78","848,18","0,00","224,30"
2025-01-10,04:00,"2.305,00","65,26","63,22","32.273,00","30.980,56","8.964,96","3.516,78","3.803,10","257,00","9.432,00","17,50","1.127,90","1.856,85","0,00","983,83","796,34","0,00","224,30"
2025-01-10,05:00,"2.166,00","61,33","59,41","32.505,00","31.294,35","9.226,94","3.598,70","3.829,60","257,00","9.357,00","17,50","1.130,82","1.850,85","0,00","968,93","832,71","0,00","224,30"
2025-01-10,06:00,"2.549,98","72,20","69,94","33.758,00","32.667,42","10.658,13","3.622,32","3.811,60","257,00","9.290,00","17,50","1.132,20","1.861,25","0,00","971,11","821,90","0,11","224,30"
2025-01-10,07:00,"2.800,00","79,28","76,80","36.540,00","35.877,98","12.134,63","3.751,51","3.827,60","257,00","9.418,00","17,50","1.131,79","2.937,45","0,00","976,39","1.198,36","3,45","224,30"
2025-01-10,08:00,"3.000,00","84,94","82,28","42.928,00","38.611,83","12.297,78","3.807,02","3.841,90","257,00","9.419,00","17,50","1.130,79","4.860,35","0,00","980,52","1.617,21","157,06","225,70"
2025-01-10,09:00,"3.000,00","84,94","82,28","45.693,00","39.062,99","12.134,75","3.939,33","3.843,30","257,00","9.430,90","18,50","1.127,16","4.862,15","0,00","990,30","1.589,56","643,44","226,60"
2025-01-10,10:00,"2.949,99","83,53","80,91","45.924,00","38.496,52","11.859,35","3.978,54","3.830,40","247,00","9.444,00","19,20","1.121,92","4.231,55","0,00","999,45","1.471,26","1.067,75","226,10"
2025-01-10,11:00,"2.421,00","68,55","66,40","45.871,00","36.772,40","10.629,49","3.984,60","3.722,80","241,00","9.466,00","19,90","1.109,54","4.019,25","0,00","998,68","1.227,60","1.126,94","226,60"
2025-01-10,12:00,"1.533,70","43,43","42,07","43.255,00","33.621,74","7.763,14","3.917,46","3.646,40","252,00","9.468,00","15,60","1.099,40","3.955,55","0,00","1.017,34","992,28","1.267,27","227,30"
2025-01-10,13:00,"1.595,00","45,16","43,75","42.777,00","32.818,06","7.711,80","4.016,95","3.664,49","257,00","9.465,00","16,80","1.089,38","3.079,45","0,00","1.019,55","955,53","1.314,81","227,30"
